7704	event-1	PUBLISHED	0	1403.6900	NULL	NULL
7705	event-2	PUBLISHED	0	1411.1670	NULL	NULL
7706	event-3	PUBLISHED	0	1414.2000	NULL	NULL
7707	event-4	PUBLISHED	0	1416.7540	NULL	NULL
7708	event-5	PUBLISHED	0	1418.8130	NULL	NULL
7709	event-6	PUBLISHED	0	1420.6750	NULL	NULL
7710	event-7	PUBLISHED	0	1423.5630	NULL	NULL
7711	event-8	PUBLISHED	0	1426.1810	NULL	NULL
7712	event-9	PUBLISHED	0	1428.2710	NULL	NULL
7713	event-10	PUBLISHED	0	1431.3280	NULL	NULL
7714	event-11	PUBLISHED	0	1433.5260	NULL	NULL
7715	event-12	PUBLISHED	0	1435.6630	NULL	NULL
7716	event-13	PUBLISHED	0	1437.5390	NULL	NULL
7717	event-14	PUBLISHED	0	1439.3810	NULL	NULL
7718	event-15	PUBLISHED	0	1441.1640	NULL	NULL
7719	event-16	PUBLISHED	0	1443.3470	NULL	NULL
7720	event-17	PUBLISHED	0	1446.4620	NULL	NULL
7721	event-18	PUBLISHED	0	1448.6290	NULL	NULL
7722	event-19	PUBLISHED	0	1450.5370	NULL	NULL
7723	event-20	PUBLISHED	0	1452.5330	NULL	NULL
7724	event-21	PUBLISHED	0	1455.2460	NULL	NULL
7725	event-22	PUBLISHED	0	1457.1010	NULL	NULL
7726	event-23	PUBLISHED	0	1458.9400	NULL	NULL
7727	event-24	PUBLISHED	0	1460.9950	NULL	NULL
7728	event-25	PUBLISHED	0	1463.9440	NULL	NULL
7729	event-26	PUBLISHED	0	1466.2070	NULL	NULL
7730	event-27	PUBLISHED	0	1467.7420	NULL	NULL
7731	event-28	PUBLISHED	0	1469.0000	NULL	NULL
7732	event-29	PUBLISHED	0	1471.0250	NULL	NULL
7733	event-30	PUBLISHED	0	1472.6970	NULL	NULL
7734	event-31	PUBLISHED	0	1474.5210	NULL	NULL
7735	event-32	PUBLISHED	0	1476.5670	NULL	NULL
7736	event-33	PUBLISHED	0	1478.8950	NULL	NULL
7737	event-34	PUBLISHED	0	1484.1680	NULL	NULL
7738	event-35	PUBLISHED	0	1486.2780	NULL	NULL
7739	event-36	PUBLISHED	0	1490.2810	NULL	NULL
7740	event-37	PUBLISHED	0	1492.3200	NULL	NULL
7741	event-38	PUBLISHED	0	1494.0810	NULL	NULL
7742	event-39	PUBLISHED	0	1498.4510	NULL	NULL
7743	event-40	PUBLISHED	0	1501.4240	NULL	NULL
7744	event-41	PUBLISHED	0	1503.2620	NULL	NULL
7745	event-42	PUBLISHED	0	1506.2030	NULL	NULL
7746	event-43	PUBLISHED	0	1510.3970	NULL	NULL
7747	event-44	PUBLISHED	0	1514.2140	NULL	NULL
7748	event-45	PUBLISHED	0	1516.7330	NULL	NULL
