5658	event-1	PUBLISHED	0	597.7010	NULL	NULL
5659	event-2	PUBLISHED	0	600.4180	NULL	NULL
5660	event-3	PUBLISHED	0	601.9650	NULL	NULL
5661	event-4	PUBLISHED	0	603.0260	NULL	NULL
5662	event-5	PUBLISHED	0	603.7060	NULL	NULL
5663	event-6	PUBLISHED	0	604.5870	NULL	NULL
5664	event-7	PUBLISHED	0	605.3620	NULL	NULL
5665	event-8	PUBLISHED	0	606.4110	NULL	NULL
5666	event-9	PUBLISHED	0	607.2710	NULL	NULL
5667	event-10	PUBLISHED	0	608.0450	NULL	NULL
5668	event-11	PUBLISHED	0	608.9200	NULL	NULL
5669	event-12	PUBLISHED	0	610.8350	NULL	NULL
5670	event-13	PUBLISHED	0	612.0600	NULL	NULL
5671	event-14	PUBLISHED	0	612.8870	NULL	NULL
5672	event-15	PUBLISHED	0	613.8190	NULL	NULL
5673	event-16	PUBLISHED	0	614.6370	NULL	NULL
5674	event-17	PUBLISHED	0	615.4610	NULL	NULL
5675	event-18	PUBLISHED	0	616.0850	NULL	NULL
5676	event-19	PUBLISHED	0	616.7120	NULL	NULL
5677	event-20	PUBLISHED	0	617.7820	NULL	NULL
5678	event-21	PUBLISHED	0	618.7260	NULL	NULL
5679	event-22	PUBLISHED	0	619.4640	NULL	NULL
5680	event-23	PUBLISHED	0	620.0960	NULL	NULL
5681	event-24	PUBLISHED	0	622.6600	NULL	NULL
5682	event-25	PUBLISHED	0	624.1410	NULL	NULL
5683	event-26	PUBLISHED	0	625.1320	NULL	NULL
5684	event-27	PUBLISHED	0	625.8740	NULL	NULL
5685	event-28	PUBLISHED	0	627.0320	NULL	NULL
5686	event-29	PUBLISHED	0	628.9660	NULL	NULL
5687	event-30	PUBLISHED	0	630.0010	NULL	NULL
5688	event-31	PUBLISHED	0	631.8970	NULL	NULL
5689	event-32	PUBLISHED	0	633.4020	NULL	NULL
5690	event-33	PUBLISHED	0	634.9980	NULL	NULL
5691	event-34	PUBLISHED	0	637.1220	NULL	NULL
5692	event-35	PUBLISHED	0	639.2670	NULL	NULL
5693	event-36	PUBLISHED	0	640.3700	NULL	NULL
5694	event-37	PUBLISHED	0	642.3750	NULL	NULL
5695	event-38	PUBLISHED	0	645.1080	NULL	NULL
5696	event-39	PUBLISHED	0	647.7350	NULL	NULL
5697	event-40	PUBLISHED	0	648.8220	NULL	NULL
5698	event-41	PUBLISHED	0	650.5960	NULL	NULL
5699	event-42	PUBLISHED	0	652.8710	NULL	NULL
5700	event-43	PUBLISHED	0	654.0130	NULL	NULL
5701	event-44	PUBLISHED	0	654.9980	NULL	NULL
5702	event-45	PUBLISHED	0	655.7350	NULL	NULL
5703	event-46	PUBLISHED	0	656.6270	NULL	NULL
5704	event-47	PUBLISHED	0	657.2950	NULL	NULL
5705	event-48	PUBLISHED	0	657.9900	NULL	NULL
5706	event-49	PUBLISHED	0	659.0100	NULL	NULL
5707	event-50	PUBLISHED	0	660.1540	NULL	NULL
5708	event-51	PUBLISHED	0	662.4560	NULL	NULL
5709	event-52	PUBLISHED	0	666.5070	NULL	NULL
5710	event-53	PUBLISHED	0	667.3350	NULL	NULL
5711	event-54	PUBLISHED	0	669.6510	NULL	NULL
5712	event-55	PUBLISHED	0	673.6990	NULL	NULL
5713	event-56	PUBLISHED	0	675.0710	NULL	NULL
5714	event-57	PUBLISHED	0	676.2320	NULL	NULL
5715	event-58	PUBLISHED	0	677.4660	NULL	NULL
5716	event-59	PUBLISHED	0	678.4570	NULL	NULL
5717	event-60	PUBLISHED	0	679.5100	NULL	NULL
5718	event-61	PUBLISHED	0	680.2880	NULL	NULL
5719	event-62	PUBLISHED	0	680.9060	NULL	NULL
5720	event-63	PUBLISHED	0	682.4410	NULL	NULL
5721	event-64	PUBLISHED	0	683.5610	NULL	NULL
5722	event-65	PUBLISHED	0	686.0500	NULL	NULL
5723	event-66	PUBLISHED	0	689.6940	NULL	NULL
5724	event-67	PUBLISHED	0	692.0080	NULL	NULL
5725	event-68	PUBLISHED	0	695.0750	NULL	NULL
5726	event-69	PUBLISHED	0	696.4590	NULL	NULL
5727	event-70	PUBLISHED	0	697.3620	NULL	NULL
5728	event-71	PUBLISHED	0	698.2670	NULL	NULL
5729	event-72	PUBLISHED	0	698.8490	NULL	NULL
5730	event-73	PUBLISHED	0	699.5660	NULL	NULL
5731	event-74	PUBLISHED	0	700.4020	NULL	NULL
5732	event-75	PUBLISHED	0	701.7340	NULL	NULL
5733	event-76	PUBLISHED	0	703.0750	NULL	NULL
